,VALUE SENTIMEN,tanggal,pengguna,isi teks,data_bersih
88,0,2022-06-15T10:24:56.000Z,️️્᭄͜͡⍣yuπiε͠ε⍣࿐͓̽⋆,"@ismei_w @bledugegrindo @RizkyRisksky @pengarang_sajak @PemudaTimur2 @cakimiNOW @DPP_PKB imin itu nol prestasi
cuma bisa bikin heboh seindo, usul jokowi tiga periode. biar apa coba??
hny orang tolol yg milih  imin.",imin nol prestasi heboh seindo usul jokowi tiga periode coba orang tolol milih imin
89,0,2022-06-25T11:28:57.000Z,Keuangan News,@jeckowadiday @johnhendrik3 @ardy_tpm @BERKARYA_NET Apakah presiden sudah ada usaha mengamandemen undang² yg mengatur masa jabatan menjadi 3 periode??,presiden usaha amandemen undang atur jabat periode
90,0,2022-06-24T18:17:20.000Z,Keuangan News,@JendralMuslim @soloposdotcom @gibran_tweet BEM Soloraya tidak akan mengusung isu perpanjangan jabatan presiden hingga tiga periode dengan amandemen UUD.,bem soloraya usung isu panjang jabat presiden tiga periode amandemen uud
91,0,2022-06-17T05:10:59.000Z,Kantah Kab. Indragiri Hulu,"@jokowi Kerennn, ini presiden gue, tiga periode",kerennn presiden tiga periode
92,0,2022-06-15T11:56:12.000Z,arief logiharto,@jokowi Ngapain dikumpulkan........minta dukungan tiga periode ya .......,ngapain dikumpulkanminta dukung tiga periode
93,0,2022-06-27T12:55:21.000Z,bang Zhack  ✊️,@jokowi Presiden nggak mampu mensejahterakan rakyatnya tapi bisa 2 periode. Bahkan minta  tiga periode. Ini membuat saya yg tidak cerdas jadi iri pingin jadi presiden,presiden sejahtera rakyat periode tiga periode cerdas iri presiden
94,0,2022-06-16T13:40:50.000Z,Arjuna,"@jokowi Sayang undang2 membatasi masa jabatan presiden  hanya 2 x . Khusus untuk pak @jokowi sungguh suatu kerugian, jabatan beliau hanya  2 periode. Terutama transisi ibukota negara yg baru yg perlu dikawal kusus oleh bapak dan mengejar pemerataan pembangunan di indonesia yg berkeadilan",sayang undang batas jabat presiden x khusus sungguh rugi jabat beliau periode transisi ibukota negara kawal sus kejar perata bangun indonesia adil
95,0,2022-06-15T13:15:52.000Z,Sekretariat Negara,@jokowi tiga periode itu hanyalah dagelan politik yg sebetulnya sangat tidak lucu dan kampungan. Karena itu jelas menyalahi konstitusi dan @jokowi sendiri sudah jelas menolaknya.,tiga periode dagel politik lucu kampung salah konstitusi tolak
96,0,2022-06-17T07:59:06.000Z,Suheri adi,@jokowi Yusril ada rencana busuk ingin memperpanjang masa jabatan presiden sampai 2027 alasan sesuwai dg konstitusi yusril kelompok HTI  th 2013 di Gelora bungksrno tampil dg mesra awas hati hati dg yusril,yusril rencana busuk panjang jabat presiden alas sesuwai konstitusi yusril kelompok hti th gelora bungksrno tampil mesra awas hati hati yusril
97,0,2022-06-15T12:29:37.000Z,Redhitya Istiawan,"@jun_pemulung Sdh banyak yg kena korban, oma irama, Ahmad Dani, termasuk Pak Jokowi yg tiga periode",kena korban oma irama ahmad dan jokowi tiga periode
98,0,2022-06-26T10:31:41.000Z,Sadik Galib,"@KaredokLeunca__ @jokowi Selamat ulang tahun pakde , semoga panjang umur,  selalu sehat, diberi kekuatan, dan kesabaran untuk terus memimpin negri sampai masa jabatan selesai . 
semangat bapak presiden ❤❤❤",selamat ulang pakde moga umur sehat kuat sabar pimpin negeri jabat selesai semangat presiden
99,0,2022-04-17T15:01:55.000Z,Tomi,"@Karsono12732862 @susipudjiastuti @jokowi Nah disini yg bikin bingung teriak² Pancasila tapi demokrasi Pancasila diganti demokrasi liberal rakyat langsung memilih GBHN dihapus &amp; masa jabatan presiden dibatasi 2 periode 
Bagaimana cara presiden mewujudkan alenia 4 pembukaan UUD 45 jika tanpa pedoman, tanpa tolok ukur",bingung teriak pancasila demokrasi pancasila ganti demokrasi liberal rakyat langsung pilih gbhn hapus jabat presiden batas periode presiden wujud alenia buka uud pedoman tolok ukur
100,0,2022-06-15T11:58:54.000Z,arief skie,"@Karsono12732862 @susipudjiastuti Bukan salah presiden @jokowi bro tapi sistem demokrasi liberal rakyat langsung memilih, GBHN dihapus &amp; masa jabatan presiden dibatasi 2 periode muncul oligarki yg merupakan kaki tangan penyandang dana",salah presiden bro sistem demokrasi liberal rakyat langsung pilih gbhn hapus jabat presiden batas periode muncul oligarki kaki tangan sandang dana
101,0,2022-04-15T15:22:42.000Z,Indonesia Lawyers Club,"@KetumProDEMnew Sejumlah Relawan Joko Widodo kembali menggaungkan gerakan tiga periode untuk pemerintahan Presiden @jokowi dalam Pilpres 2024.
 
Simak selengkapnya di https://t.co/8PEixl6Qqf https://t.co/VGkWjwUxiN",rawan joko widodo gaung gera tiga periode perintah presiden pilpres simak lengkap httpstcopeixlqqf httpstcovgkwjwuxin
102,0,2022-06-21T11:15:09.000Z,Kaspito Gabriel Hutagalung,"@keuangannews_id Institusi penegak hukum harus bertindak.., jangan biarkan lagi adanya hembusan suara"" 3 periode/ perpanjangan masa jabatan Presiden. Sggh aneh kedengaran nya masalah itu itu aja, Rakyat Indonesia tau dari mana datangnya hembusan"" suara tsb.. yg membuat kita heran, *kok ga' malu*",institusi tegak hukum tindak biar hembus suara periode panjang jabat presiden sggh aneh dengar rakyat indonesia datang hembus suara heran malu
103,0,2022-06-29T17:51:02.000Z,Iqbal Masril Djanaik,"@keuangannews_id Rakyat akan selalu ingat AKAL BUSUK mereka ini !

Dalam Koalisi Indonesia Bersatu (KIB), Ketum PAN &amp; Ketum Golkar mencoba mengkhianati konstitusi dgn pegunduran Pemilu dan/atau perpanjangan masa jabatan presiden menjadi 3 periode !

Ingat orangnya, Ingat Partai nya !",rakyat akal busuk koalisi indonesia satu kib tum pan tum golkar coba khianat konstitusi pegunduran milu danatau panjang jabat presiden periode orang partai
104,0,2022-06-15T11:12:28.000Z,Oposisi,"@keuangannews_id Sudah muak &amp; benci skl kita dengar tambah masa jabatan presiden, tambah periode... seolah oleh Negeri milik segelintir orang saja, ga adakah rasa malu mrk? Sudah begini terpuruk keadaan negeri ini eh malah berani ngotot minta tambah waktu... hutang luar negeri smkn hari smkn ber+",muak benci skl dengar jabat presiden periode negeri milik gelintir orang ada malu puruk negeri eh berani ngotot hutang negeri smkn smkn ber
105,0,2022-06-15T10:47:02.000Z,Sekretariat Kabinet,@Kimberley20101 Dalam kaos yg ditemukan ada tulisan WE LOVE JOKOWI TIGA PERIODE kira2 kaos tsb milik siapa ya,kaos temu tulis we love jokowi tiga periode kaos milik
106,0,2022-06-15T10:23:10.000Z,꧁༺Hermant༻꧂,"@Kimberley20101 Emang sdh ada UUnya unt perubahan dr 2 periode menjadi 3 periode perasaan blm deh,klo gak salah ada kaos bertulisan We Love Jokowi tiga periode kaos iku sopo sing nggawe yo kok ujug2 ada,ahhh...angel angel",emang uunya ubah periode periode asa dehklo salah kaos tulis we love jokowi tiga periode kaos iku sopo sing ujug adaahhhangel angel
107,0,2022-06-15T09:30:13.000Z,antaranews.com,@Kimi58486332 @jokowi @DPR_RI @mohmahfudmd Dengan segala upaya apapun menghalalkan segala cara oligarki cukong China harus Jokowi tiga periode agar mereka leluasa aman apabila Jokowi lengser ataupun diganti posisi mereka terancam kalkulasinya demikian maka dari situ musuh negara/rakyat adalah mereka. bukan radikal/radikul,upaya apa halal oligarki cukong china jokowi tiga periode leluasa aman jokowi lengser ganti posisi ancam kalkulasi situ musuh negararakyat radikalradikul
108,0,2022-06-25T11:00:25.000Z,CNN Indonesia,"@Kiyai_MarufAmin Sehat terus pak @Kiyai_MarufAmin, Semoga mampu mengimbangi Bpk Presiden @jokowi hingga akhir masa jabatan",sehat moga imbang presiden jabat
109,0,2022-06-15T08:40:19.000Z,Change,@KompasTV Dia sendiri sibuk bermanuver memperpanjang masa jabatan dan nambah jd tiga periode.,sibuk manuver panjang jabat tambah tiga periode
110,0,2022-06-17T00:04:47.000Z,kutu kupret,@KompasTV Good job hbs masa jabatan presiden jadi sekjend PBB,good job habis jabat presiden sekjend pbb
111,0,2022-06-15T22:57:07.000Z,Rani soraya,@KompasTV Wah aroma perpanjangan masa jabatan presiden makin tercium.,aroma panjang jabat presiden cium
112,0,2022-06-15T09:03:05.000Z,Sekretariat Kabinet,@KompasTV Zulhas diangkat jadi Mendag baru agar tidak lagi bikin gaduh soal pilpres 2024 dan perpanjangan masa jabatan presiden Jokowi,zulhas angkat mendag gaduh pilpres panjang jabat presiden jokowi
113,0,2022-06-23T09:39:01.000Z,DHL,"@korantempo Pertanyaan ny, apakah mega proyek ini akan selesai sebelum presiden jokowi berakhir masa jabatan ny? Dengan molor ny waktu dan banyak apbn negara yg di gunakan, apakah kontraktor tidak di kenakan sangsi dan denda karena keterlambatan ini? @korantempo mohon di jawab",mega proyek selesai presiden jokowi jabat molor apbn negara kontraktor kena sangsi denda lambat mohon
114,0,2022-06-10T10:50:57.000Z,Media Indonesia,@kurawa Petugas partai sdg laporan kalo presiden indonesia ngurus minyak goreng aja gak bisa malah minta tambah masa jabatan ...,tugas partai lapor presiden indonesia ngurus minyak goreng jabat
115,0,2022-06-14T11:13:57.000Z,Muslimin B. Putra,"@lutfiazachra2 @Telik1112 @RamliRizal Aq ga bilang jokowi sbg Presiden bukan takdir
Qadarullah ya taqdir, ap Taqdir Pak jokowi itu bs tiga periode, kan blm tahu, yg namanya taqdir kita tahu setelah terjadi, tdk ada yg tahu takdir yg belum dan akn terjadi boss
Aq jg ga setuju presiden dijatuhkan sblm hbs masa jabatan",jokowi presiden takdir qadarullah taqdir ap taqdir jokowi tiga periode nama taqdir takdir akn boss tuju presiden jatuh habis jabat
116,0,2022-06-13T07:33:06.000Z,IDN Times,"@maksumfathoni Di sini menterinya pendukung penista dan otaknya dungu dan goblok serta gendeng, sudah tahu melanggar konstitusi negara UUD 1945 usul tiga periode, kalau gak haus jabatan dan kekuasaan karena apa lagi?!!!#penjahatDemokrasi",menteri dukung nista otak dungu goblok bodoh langgar konstitusi negara uud usul tiga periode haus jabat kuasa lagipenjahatdemokrasi
117,0,2022-04-24T02:14:27.000Z,Kevynnonne,"@Mansek_Mangat @BEMUI_Official Lame duck (cabinet) itu kondisi ketika presiden sudah terpilih tapi belum dilantik sementara presiden lama de facto masih berkuasa. Lah, masa jabatan Jokowi masih sampai 2024. Pingin ngomong goblok, percuma juga, karena semua orang tahu kegoblokan mahasiswa model begini.",lame duck cabinet kondisi presiden pilih lantik presiden de facto kuasa jabat jokowi ngomong goblok orang goblok mahasiswa model
118,0,2022-06-13T01:00:56.000Z,Yazid Malik Muawi,"@marlina_idha Masa jabatan Anis sebagai gubernur DKI jakarta akan segera berakhir Oktober mendatang, saat gelaran pemilu 2024 Anis bukan lagi sebagai pejabat publik, jadi tidak perlu minta izin presiden, karena semua warga negara memiliki hak yg sama untuk memilih dan dipilih",jabat anis gubernur dki jakarta oktober gelar milu anis jabat publik izin presiden warga negara milik hak pilih pilih
119,0,2022-06-21T22:07:51.000Z,juliet85zainul@gmail.com,@maspiyuaja Kemarin kemarin sedikit masih ada rasa simpatik dengan Prabowo..walau telah mengecewakan saya sebagai pendukung nya.. sekarang malah hilang sama sekali rasa simpatik itu setelah berpasangan dengan orang yang kepingin bngt perpanjangan masa jabatan presiden..maap mas Piyu..,kemarin kemarin simpatik prabowowalau kecewa dukung hilang simpatik pasang orang kepingin bngt panjang jabat presidenmaap mas piyu
120,0,2022-06-12T13:51:37.000Z,Kang Sarjono,"@MataGaruda3 @susipudjiastuti Bukankah rakyat menyetujui pemborosan anggaran (pileg,pilpres &amp; pilkada) ndak protes demokrasi Pancasila MPR memilih presiden menetapkan GBHN &amp; presiden dapat dipilih kembali diganti demokrasi liberal rakyat langsung memilih GBHN dihapus &amp; masa jabatan presiden dibatasi 2 periode",rakyat tuju boros anggar pilegpilpres pilkada protes demokrasi pancasila mpr pilih presiden tetap gbhn presiden pilih ganti demokrasi liberal rakyat langsung pilih gbhn hapus jabat presiden batas periode
121,0,2022-06-12T01:25:11.000Z,indonesia,"@Mdy_Asmara1701 Memang kenapa waria dukung jokowi tiga periode, apa menurut kau hanya yg pake jilbab punya hak suara di negara ini. Goblok",waria dukung jokowi tiga periode kau pakai jilbab hak suara negara goblok
122,0,2022-06-11T16:38:11.000Z,Keythoshi,@mojokdotco Jokowi tiga periode? Wkwk,jokowi tiga periode wkwk
123,0,2022-06-11T09:41:37.000Z,Abah_ BudiAdipati,"@Momonsimomon @Fredy_Santana01 @Subur0204 @BEM_SI @Prof_Azyumardi @jokowi Masa jabatan Presiden kan 5 tahun 1 Periode,boleh dipilih lg utk  periode ke 2 
Kalau Presiden tdk melanggar UU &amp; Aturan serta Pancasila
Ya Gak boleh di impeachment
Makanya memperpanjang jabatan itu tdk konstitusi
Tapi memperpendek jabatannya adalah konstitusi bila Presiden salah",jabat presiden periodeboleh pilih periode presiden langgar uu atur pancasila impeachment panjang jabat konstitusi pendek jabat konstitusi presiden salah
124,0,2022-06-10T12:57:06.000Z,Rohana,@MprAldo Elu terus yang demo? Bnyak amat orderan. Keknya mmg pak @jokowi harus tiga periode biar lu dpat orderan terus,demo bnyak order kayak tiga periode order
125,0,2022-06-20T13:33:10.000Z,Harian Kompas,"@msaid_didu Saya kaget, Bapak Zulhas Ketua Umum Partai yang lahir pada masa reformasi mau MENAIKAN masa jabatan Presiden yang seharusnya menurut Konstitusi 2 periode menjadi 3 periode..",kaget zulhas ketua partai lahir reformasi naik jabat presiden konstitusi periode periode
126,0,2022-06-16T04:29:08.000Z,PDI Perjuangan,@msaid_didu Tiga periode diumpankan untuk mengalihkan dari semua issue ketidakberesan dan memecah parpol dan  rakyat. Jokowi dan LBP sama primitipnya - satu Batak satu Jawa.,tiga periode umpan alih issue ketidakberesan pecah parpol rakyat jokowi lbp primitipnya batak jawa
127,1,2022-05-30T13:20:26.000Z,NKRIsejati,"@MuhammadIkhtid4 UU pemilu ga bsa ngatur soal masa jabatan presiden. Masa jabatan presiden diatur dg UUD, dan mngamandemen UUD itu prosesnya lama, GBHN yg sdh disepakati tim kajian MPR sjk periode yg lalu saja sampe skrg blm jd masuk ke UUD krn proses amandemen tdk brjalan",uu milu atur jabat presiden jabat presiden atur uud mngamandemen uud proses gbhn pakat tim kaji mpr sjk periode masuk uud proses amandemen brjalan
128,1,2022-06-10T11:33:31.000Z,Media Indonesia,"@mulyawi40997780 Tujuan pembebasan Tanah IKN utk menjadikan jaminan utang  ke RRC.Makanya masa jabatan Presiden di perjuangkan oleh orang"" Sontoloyo harus 3 Periode.Tapi susah UU Pancasila SDH Paten .Yang berani merubah,musuhnya Rakyat.",tuju bebas tanah ikn jadi jamin utang rrcmakanya jabat presiden juang orang sontoloyo periodetapi susah uu pancasila paten berani merubahmusuhnya rakyat
129,1,2022-06-21T16:57:49.000Z,Arjuna,@negeripenjilat @user0024020107 @akunkelima212 Hebatnya pak Jokowi beliau mampu bertahan dua periode bahkan bisa jadi tiga periode ini Fakta,hebat jokowi beliau tahan periode tiga periode fakta
130,1,2022-06-24T15:23:40.000Z,onom,@Nicho_Silalahi @pauludinjerry Yang harus diamandemen dari UUD 45 hanya masa jabatan presiden.,amandemen uud jabat presiden
131,1,2022-06-10T05:40:24.000Z,Alka,"@nusantara_one Logikadrun
Jabatan presiden aja ada masa berlakunya, masa kebijakan Gub gak ada masa berlakunya 

https://t.co/FCsPhFcMur",logikadrun jabat presiden laku bijak laku httpstcofcsphfcmur
132,1,2022-06-09T02:31:09.000Z,Share News Aceh,"@NyaiiBubu Termasuk, ujar mantan Panglima TNI ini, upaya untuk melanggengkan kekuasaan yang dilakukan dalam “operasi politik” yang terstruktur, sistematis dan masif untuk menunda pemilu serta menambah masa jabatan presiden hingga tiga periode dari dua periode yang diamanatkan konstitusi.",mantan panglima tni upaya langgeng kuasa operasi politik struktur sistematis masif tunda milu tambah jabat presiden tiga periode periode amanat konstitusi
133,1,2022-06-16T15:43:28.000Z,Kantor Pertanahan Kabupaten Bantul,@OposisiCerdas Program tiga periode atau tambah masa jabatan presiden sedang membuat  Big data ???,program tiga periode jabat presiden big data
134,1,2022-06-20T07:27:52.000Z,Arah Juang,"@OposisiCerdas Yang berbahaya itu melakukan pembenaran dengan keilmuan untuk memanipulasi keinginan rakyat dan merubah undang2 demi kepentingan materi yabg di peroleh dari oligarki.
Apa itu : mengkapanyekan perpanjangan waktu jabatan presiden, masa jabatan 2 periode menjadi 3 periode.",bahaya benar ilmu manipulasi rakyat rubah undang penting materi yabg oleh oligarki mengkapanyekan panjang jabat presiden jabat periode periode
135,1,2022-06-06T03:26:14.000Z,Jack RB,"@orethanyx Kalah sama masa jabatan presiden, cih. :)",kalah jabat presiden cih
136,1,2022-06-02T15:24:32.000Z,arifunasiin,@panca66 Pak SBY dulu kalau mau maju tiga periode kemungkinan besar akan terpilih kembali. Tapi sikap kenegarawanan dikedepankan. Semoga pak Jokowi juga mengendepankan sikap kenegarawanan. Meski 1000% rakyat Indonesia menghendaki tetap menolak. Konstitusi hrs dijaga.,sby maju tiga periode pilih sikap kenegarawanan depan moga jokowi mengendepankan sikap kenegarawanan rakyat indonesia tolak konstitusi jaga
137,1,2022-06-02T14:01:59.000Z,@lengkongtweets,"@PartaiSocmed Andaipun terjadi perubahan masa jabatan presiden bisa 3periode.., pak SBY bisa kembali maju jadi capres 2024.",andai ubah jabat presiden periode sby maju capres
138,1,2022-06-24T10:42:46.000Z,Meneer Mandor,"@PartaiSocmed Emang apa yg sunny/pengembang harepin dari anis min? Oktober masa jabatan abis, jadi presiden juga masih belom pasti",emang sunnypengembang harepin anis min oktober jabat habis presiden bom
139,1,2022-06-19T09:14:22.000Z,fajar online,"@PartaiSocmed Kita semua tahu UU masa jabatan
Presiden cuma 2 periode. Dan tidak semudah belanja dipasar untuk mengamandemen UU itu",uu jabat presiden periode mudah belanja pasar amandemen uu
140,1,2022-06-20T23:59:32.000Z,fill in the blank,"@puanmaharani_ri @jokowi Kemudian, untuk periode 2035-2045 merupakan tahapan membangun seluruh infrastruktur dan ekosistem tiga kota untuk percepatan pembangunan Kaltim. Dalam fase ini salah satunya memperluas pengembangan kota dan menyelesaikan konektivitas antar dan dalam kota.",periode tahap bangun infrastruktur ekosistem tiga kota cepat bangun kaltim fase salah satu luas kembang kota selesai konektivitas kota
141,1,2022-06-02T14:42:00.000Z,The DOH-ID Media,"@puanmaharani_ri Kali ini, Pak Joko Widodo didampingi oleh Wakil Presiden K.H. Ma’ruf Amin untuk masa jabatan 2019 hingga 2024 mendatang",kali joko widodo damping wakil presiden kh maruf amin jabat
142,1,2022-06-02T04:45:41.000Z,LaNyalla Academia {LNM},"@QaillaAsyiqah Yg dukung Jokowi tiga periode. 
Fix pengkhianat.",dukung jokowi tiga periode fix khianat
143,1,2022-06-14T06:53:20.000Z,Berita Media,"@rachlannashidik @SBYudhoyono Negarawan sejati, ketika masa jabatan Presiden 2 Periode habispun beliau tdk aneh2 tdk bermanuer politik untuk melanggengkan jabatan/kekuasaannya. Sehat selalu Pa SBY.",negarawan sejati jabat presiden periode habis beliau aneh bermanuer politik langgeng jabatankekuasaannya sehat pa sby
144,1,2022-06-24T10:50:53.000Z,Suheri adi,"@RadarKorupsi Itu mach rangkaian drakor. Panggung depan tolak tiga periode, panggung belakang anak buah sibuk promosikan perpanjangan masa jabatan.",mach rangkai drakor panggung tolak tiga periode panggung anak buah sibuk promosi panjang jabat
145,1,2022-06-28T08:17:29.000Z,KADRUN TAUBAT,@rajaherodesssss @sbmptnfess Hooh. Jarak 1 kali masa jabatan presiden tapi perbedaannya udah drastis banget,hooh jarak kali jabat presiden beda drastis banget
146,1,2022-05-31T11:56:38.000Z,✊,"@RamliRizal Pak jokowi mmg presiden atau kepala negara Republik indonesia yg sangat luarbiasa,andai ada UU tiga periode,pasti beliau terpilih kembali.",jokowi presiden kepala negara republik indonesia luarbiasaandai uu tiga periodepasti beliau pilih
147,1,2022-05-30T07:24:06.000Z,Merdeka.com,"@RANGERmounts Selain utang Bang Dunia.Indonesia punya utang lebih banyak ke China.yang sampai detik ini Pemerintah Indonesia blm bisa melunasi nya.
Makanya Jokowi minta Masa jabatan Presiden  tiga periode.
Supaya Jokowi bisa membayar utang dengan jaminan Tanah IKN.",utang bang duniaindonesia utang chinayang detik perintah indonesia lunas jokowi jabat presiden tiga periode jokowi bayar utang jamin tanah ikn
148,1,2022-06-26T04:04:46.000Z,yoan,"@Rani_Kancana Incess.. apa gak malu bahas tiga Periode mulu, padahal Pemerintah, DPR &amp; KPU udah membahas tahapan tahapan Pemilu termasuk Anggaran pelaksanaan Pemilu 2024..
Klo mau nyerang pak @jokowi cerdas dikit, cari isu yg laen..
;
Inces Malu Maluin aja !",incess malu bahas tiga periode mulu perintah dpr kpu bahas tahap tahap milu anggar laksana milu nyerang cerdas cari isu inces malu maluin
149,1,2022-05-30T01:45:03.000Z,JPNN.com,@ReenTis_ @taharudddin @terkembang_4817 Wong emang beda. Ngapain Jokowi ngasih kaos tiga periode pas dia baru mau kampanye periode kedua https://t.co/jd5VM73gR9,emang beda ngapain jokowi kaos tiga periode pas kampanye periode httpstcojdvmgr
150,1,2022-06-29T23:31:58.000Z,sambel ijo ️,"@Ritafaza Pdhal bersamanya mlebihi masa jabatan presiden. Giliran pemilu, tinggal sumpah jabatan doang di ghosting...",sama mlebihi jabat presiden gilir milu tinggal sumpah jabat ghosting
151,1,2022-06-27T14:20:32.000Z,Ibu Rusun,"@rmol_id @airlangga_hrt Hancur sudah pak airlangga gara2 dukung perpanjangan masa jabatan Presiden dan atau usulan tiga periode.
Pastilah dia juga akan terdongkel dari kursi ketum melihat kondisi penolakan via demo.
Golkar selalu begitu.",hancur airlangga gara dukung panjang jabat presiden usul tiga periode dongkel kursi tum kondisi tolak via demo golkar
152,1,2022-04-13T17:14:42.000Z,drn,"@ruangpolitikcom Tolong diperhatikan, wacana tiga (3) periode dan perpanjangan jabatan tidak perlu dibahas lagi ya 

Mahasiswa atau masyarakat kebanyakan tidak perlu demo² lagi berkaitan itu.

Lebih cari uang &amp; nikmati hidup",tolong perhati wacana tiga periode panjang jabat bahas mahasiswa masyarakat banyak demo kait cari uang nikmat hidup
153,1,2022-05-29T11:52:02.000Z,JPNN.com,@ruhutsitompul Hut.. Hut.. nanti habis masa jabatan presiden paling kau loncat lagi jilat lagi yg lama kau hina lagi gitu trus siklus hidup mu.. gak jilat gak makan ya hut,hut hut habis jabat presiden kau loncat jilat kau hina siklus hidup mu jilat makan hut
154,1,2022-04-17T04:51:13.000Z,KPU Kota Surakarta,"@ruhutsitompul Kasihan bgt lo hut...udah mau habis masa jabatan Presiden..jilat sana ....jilat sini....
1 jabatan pun gk dapat 
Mbak Mega gk akan bisa dikadalin Hut!!
MERDEKA!!!!",kasihan banget hutudah habis jabat presidenjilat jilat jabat mbak mega dikadalin hut merdeka
155,1,2022-04-16T19:52:12.000Z,Ikhsan Riksayuda,@sasasayatusa_ Relawan Jokowi Mania Joman menyatakan menolak wacana tiga periode jabatan presiden.,rawan jokowi mania joman tolak wacana tiga periode jabat presiden
156,1,2022-06-17T01:36:48.000Z,Suheri adi,"@satriohendri Ada Luhut juga dibelakangnya. Rada heran aja liat keterlibatan PPP tapi gak ada PKB didalamnya. PKB sendiri biasanya suka menempel pada Jokowi, apalagi mereka mendukung perpanjangan masa jabatan presiden. 

Kyk ada sesuatu dr partai2 tersebut. Koalisi disini, buat koalisi disana.",luhut belakang rada heran lihat libat ppp pkb dalam pkb suka tempel jokowi dukung panjang jabat presiden partai koalisi koalisi sana
157,1,2022-06-26T13:02:00.000Z,KOMPAS TV,@satriohendri Iya gantian lah..kan udah ada undang²nya masa jabatan presiden maksimal 2 periode..goblok boleh tapi jangan tolol,iya ganti lah undang nya jabat presiden maksimal periodegoblok tolol
158,1,2022-06-09T00:04:22.000Z,,"@satriohendri Partai yang di KIB, adalah partai yg pada umumnya mendukung jokowi 3 periode atau melanjutkan masa jabatan. Rada aneh kalau PPP ikut didalamnya, padahal PPP menolak keras wacana perpanjangan jabatan presiden. Dan rada aneh juga saat PKB malah gak gabung didalamnya.",partai kib partai dukung jokowi periode lanjut jabat rada aneh ppp dalam ppp tolak keras wacana panjang jabat presiden rada aneh pkb gabung dalam
159,1,2022-06-23T15:23:31.000Z,lawan fitnah,@selebcuit Pilih @jokowi tiga periode,pilih tiga periode
160,1,2022-05-25T01:30:50.000Z,Dika_cakep,@Sheriutami Asal jangan skenario perpanjangan jabatan atau tiga periode....,skenario panjang jabat tiga periode
161,1,2022-06-17T01:12:47.000Z,retno,"@shield17845 Naah... Inilah yg menentukan mutu manusia nya, org yg bermutu tdk akan mau berbuat seEnaknya walopun diperbolehkan, seperti masa jabatan presiden yg belum dibatasi oleh UU, dia akan mundur sblm rakyat bosan pada nya. Tdk kayak pak Harto sampai hrs dipaksa mundur oleh rakyatnya.",naah tentu mutu manusia orang mutu buat walopun boleh jabat presiden batas uu mundur rakyat bosan harto paksa mundur rakyat
162,1,2022-06-15T10:06:18.000Z,Ireng Maulana,@SholihAly @hmydarman apakah menteri yg men suarakan Jokowi tiga periode akan dibganti atau tidak...jika tidak maka bisa dipastikan bahwa itu memang perintah...,menteri men suara jokowi tiga periode dibganti tidakjika perintah
163,1,2022-05-22T17:29:09.000Z,ᴷʰᵃⁱʳᵘᵈᵈⁱⁿ ᴮᵃʳᵇᵃʳᵒˢˢᵃ ( UDIN ),"@Siajapul @MariaAlcaff Tanah IKN di jadikan jaminan utang ke China,Kalau Indonesia tidak bisa bayar utang ke China,maka Tanah IKN diduduki China.Makanya Jokowi di Proteksi China masa Jabatan Presiden Jokowi di perpanjang 3 periode.Tapi benturan dgn UU konstitusi Pancasila.",tanah ikn jadi jamin utang chinakalau indonesia bayar utang chinamaka tanah ikn duduk chinamakanya jokowi proteksi china jabat presiden jokowi panjang periodetapi bentur uu konstitusi pancasila
164,1,2022-05-18T04:43:00.000Z,Kompas.com,"@Sidongdot007 @BJ__ROBIN @MarahIchsan @aniesbaswedan keburukan demokrasi liberal rakyat langsung memilih, GBHN dihapus dan masa jabatan presiden dibatasi 2 periode. 
Roda berputar, masa kejayaan penyandang dana yg berhasil merebut kekuasaan untuk mengeruk kekayaan negara pelan tapi pasti akan berakhir ...",keburu demokrasi liberal rakyat langsung pilih gbhn hapus jabat presiden batas periode roda putar jaya sandang dana hasil rebut kuasa keruk kaya negara pelan
165,1,2022-04-17T02:33:53.000Z,Upin Bukan Ipin,"@SisiwittFrida Tulul;  Justru @PDI_Perjuangan sebagai partai @jokowi tidak menginginkan 3 (tiga) periode karena akan menghambat kaderisasi kepemimpinan;
Yg ingin itu partai2 lain di kabinet yg tidak ingin kehilangan jabatan;",tulul partai tiga periode hambat kaderisasi pimpin partai kabinet hilang jabat
166,1,2022-06-02T15:23:59.000Z,arifunasiin,"@soenwaae @MNW_MNW_MNW Sangat boleh nyet.. yg gak boleh, Di konstitusi jelas jabatan presiden Cuma dua periode, tapi mo ngakalin jadi tiga periode",nyet konstitusi jabat presiden periode ngakalin tiga periode
167,1,2022-05-17T15:56:04.000Z,detikcom,@SoundOfYogi @humasjakfire Dukung Jokowi tiga periode!,dukung jokowi tiga periode
