VALUE SENTIMEN,tanggal,pengguna,isi teks
0,2022-06-13T07:33:06.000Z,IDN Times,"@maksumfathoni Di sini menterinya pendukung penista dan otaknya dungu dan goblok serta gendeng, sudah tahu melanggar konstitusi negara UUD 1945 usul tiga periode, kalau gak haus jabatan dan kekuasaan karena apa lagi?!!!#penjahatDemokrasi"
0,2022-04-24T02:14:27.000Z,Kevynnonne,"@Mansek_Mangat @BEMUI_Official Lame duck (cabinet) itu kondisi ketika presiden sudah terpilih tapi belum dilantik sementara presiden lama de facto masih berkuasa. Lah, masa jabatan Jokowi masih sampai 2024. Pingin ngomong goblok, percuma juga, karena semua orang tahu kegoblokan mahasiswa model begini."
0,2022-06-13T01:00:56.000Z,Yazid Malik Muawi,"@marlina_idha Masa jabatan Anis sebagai gubernur DKI jakarta akan segera berakhir Oktober mendatang, saat gelaran pemilu 2024 Anis bukan lagi sebagai pejabat publik, jadi tidak perlu minta izin presiden, karena semua warga negara memiliki hak yg sama untuk memilih dan dipilih"
0,2022-06-21T22:07:51.000Z,juliet85zainul@gmail.com,@maspiyuaja Kemarin kemarin sedikit masih ada rasa simpatik dengan Prabowo..walau telah mengecewakan saya sebagai pendukung nya.. sekarang malah hilang sama sekali rasa simpatik itu setelah berpasangan dengan orang yang kepingin bngt perpanjangan masa jabatan presiden..maap mas Piyu..
0,2022-06-12T13:51:37.000Z,Kang Sarjono,"@MataGaruda3 @susipudjiastuti Bukankah rakyat menyetujui pemborosan anggaran (pileg,pilpres &amp; pilkada) ndak protes demokrasi Pancasila MPR memilih presiden menetapkan GBHN &amp; presiden dapat dipilih kembali diganti demokrasi liberal rakyat langsung memilih GBHN dihapus &amp; masa jabatan presiden dibatasi 2 periode"
0,2022-06-12T01:25:11.000Z,indonesia,"@Mdy_Asmara1701 Memang kenapa waria dukung jokowi tiga periode, apa menurut kau hanya yg pake jilbab punya hak suara di negara ini. Goblok"
0,2022-06-11T16:38:11.000Z,Keythoshi,@mojokdotco Jokowi tiga periode? Wkwk
0,2022-06-11T09:41:37.000Z,Abah_ BudiAdipati,"@Momonsimomon @Fredy_Santana01 @Subur0204 @BEM_SI @Prof_Azyumardi @jokowi Masa jabatan Presiden kan 5 tahun 1 Periode,boleh dipilih lg utk  periode ke 2 
Kalau Presiden tdk melanggar UU &amp; Aturan serta Pancasila
Ya Gak boleh di impeachment
Makanya memperpanjang jabatan itu tdk konstitusi
Tapi memperpendek jabatannya adalah konstitusi bila Presiden salah"
0,2022-06-10T12:57:06.000Z,Rohana,@MprAldo Elu terus yang demo? Bnyak amat orderan. Keknya mmg pak @jokowi harus tiga periode biar lu dpat orderan terus
0,2022-06-20T13:33:10.000Z,Harian Kompas,"@msaid_didu Saya kaget, Bapak Zulhas Ketua Umum Partai yang lahir pada masa reformasi mau MENAIKAN masa jabatan Presiden yang seharusnya menurut Konstitusi 2 periode menjadi 3 periode.."
0,2022-06-16T04:29:08.000Z,PDI Perjuangan,@msaid_didu Tiga periode diumpankan untuk mengalihkan dari semua issue ketidakberesan dan memecah parpol dan  rakyat. Jokowi dan LBP sama primitipnya - satu Batak satu Jawa.
1,2022-05-30T13:20:26.000Z,NKRIsejati,"@MuhammadIkhtid4 UU pemilu ga bsa ngatur soal masa jabatan presiden. Masa jabatan presiden diatur dg UUD, dan mngamandemen UUD itu prosesnya lama, GBHN yg sdh disepakati tim kajian MPR sjk periode yg lalu saja sampe skrg blm jd masuk ke UUD krn proses amandemen tdk brjalan"
1,2022-06-10T11:33:31.000Z,Media Indonesia,"@mulyawi40997780 Tujuan pembebasan Tanah IKN utk menjadikan jaminan utang  ke RRC.Makanya masa jabatan Presiden di perjuangkan oleh orang"" Sontoloyo harus 3 Periode.Tapi susah UU Pancasila SDH Paten .Yang berani merubah,musuhnya Rakyat."
1,2022-06-21T16:57:49.000Z,Arjuna,@negeripenjilat @user0024020107 @akunkelima212 Hebatnya pak Jokowi beliau mampu bertahan dua periode bahkan bisa jadi tiga periode ini Fakta
1,2022-06-24T15:23:40.000Z,onom,@Nicho_Silalahi @pauludinjerry Yang harus diamandemen dari UUD 45 hanya masa jabatan presiden.
1,2022-06-10T05:40:24.000Z,Alka,"@nusantara_one Logikadrun
Jabatan presiden aja ada masa berlakunya, masa kebijakan Gub gak ada masa berlakunya 

https://t.co/FCsPhFcMur"
1,2022-06-09T02:31:09.000Z,Share News Aceh,"@NyaiiBubu Termasuk, ujar mantan Panglima TNI ini, upaya untuk melanggengkan kekuasaan yang dilakukan dalam “operasi politik” yang terstruktur, sistematis dan masif untuk menunda pemilu serta menambah masa jabatan presiden hingga tiga periode dari dua periode yang diamanatkan konstitusi."
1,2022-06-16T15:43:28.000Z,Kantor Pertanahan Kabupaten Bantul,@OposisiCerdas Program tiga periode atau tambah masa jabatan presiden sedang membuat  Big data ???
1,2022-06-20T07:27:52.000Z,Arah Juang,"@OposisiCerdas Yang berbahaya itu melakukan pembenaran dengan keilmuan untuk memanipulasi keinginan rakyat dan merubah undang2 demi kepentingan materi yabg di peroleh dari oligarki.
Apa itu : mengkapanyekan perpanjangan waktu jabatan presiden, masa jabatan 2 periode menjadi 3 periode."
1,2022-06-06T03:26:14.000Z,Jack RB,"@orethanyx Kalah sama masa jabatan presiden, cih. :)"
1,2022-06-02T15:24:32.000Z,arifunasiin,@panca66 Pak SBY dulu kalau mau maju tiga periode kemungkinan besar akan terpilih kembali. Tapi sikap kenegarawanan dikedepankan. Semoga pak Jokowi juga mengendepankan sikap kenegarawanan. Meski 1000% rakyat Indonesia menghendaki tetap menolak. Konstitusi hrs dijaga.
1,2022-06-02T14:01:59.000Z,@lengkongtweets,"@PartaiSocmed Andaipun terjadi perubahan masa jabatan presiden bisa 3periode.., pak SBY bisa kembali maju jadi capres 2024."
1,2022-06-24T10:42:46.000Z,Meneer Mandor,"@PartaiSocmed Emang apa yg sunny/pengembang harepin dari anis min? Oktober masa jabatan abis, jadi presiden juga masih belom pasti"
1,2022-06-19T09:14:22.000Z,fajar online,"@PartaiSocmed Kita semua tahu UU masa jabatan
Presiden cuma 2 periode. Dan tidak semudah belanja dipasar untuk mengamandemen UU itu"
1,2022-06-20T23:59:32.000Z,fill in the blank,"@puanmaharani_ri @jokowi Kemudian, untuk periode 2035-2045 merupakan tahapan membangun seluruh infrastruktur dan ekosistem tiga kota untuk percepatan pembangunan Kaltim. Dalam fase ini salah satunya memperluas pengembangan kota dan menyelesaikan konektivitas antar dan dalam kota."
1,2022-06-02T14:42:00.000Z,The DOH-ID Media,"@puanmaharani_ri Kali ini, Pak Joko Widodo didampingi oleh Wakil Presiden K.H. Ma’ruf Amin untuk masa jabatan 2019 hingga 2024 mendatang"
1,2022-06-02T04:45:41.000Z,LaNyalla Academia {LNM},"@QaillaAsyiqah Yg dukung Jokowi tiga periode. 
Fix pengkhianat."
1,2022-06-14T06:53:20.000Z,Berita Media,"@rachlannashidik @SBYudhoyono Negarawan sejati, ketika masa jabatan Presiden 2 Periode habispun beliau tdk aneh2 tdk bermanuer politik untuk melanggengkan jabatan/kekuasaannya. Sehat selalu Pa SBY."
1,2022-06-24T10:50:53.000Z,Suheri adi,"@RadarKorupsi Itu mach rangkaian drakor. Panggung depan tolak tiga periode, panggung belakang anak buah sibuk promosikan perpanjangan masa jabatan."
1,2022-06-28T08:17:29.000Z,KADRUN TAUBAT,@rajaherodesssss @sbmptnfess Hooh. Jarak 1 kali masa jabatan presiden tapi perbedaannya udah drastis banget
1,2022-05-31T11:56:38.000Z,✊,"@RamliRizal Pak jokowi mmg presiden atau kepala negara Republik indonesia yg sangat luarbiasa,andai ada UU tiga periode,pasti beliau terpilih kembali."
1,2022-05-30T07:24:06.000Z,Merdeka.com,"@RANGERmounts Selain utang Bang Dunia.Indonesia punya utang lebih banyak ke China.yang sampai detik ini Pemerintah Indonesia blm bisa melunasi nya.
Makanya Jokowi minta Masa jabatan Presiden  tiga periode.
Supaya Jokowi bisa membayar utang dengan jaminan Tanah IKN."
1,2022-06-26T04:04:46.000Z,yoan,"@Rani_Kancana Incess.. apa gak malu bahas tiga Periode mulu, padahal Pemerintah, DPR &amp; KPU udah membahas tahapan tahapan Pemilu termasuk Anggaran pelaksanaan Pemilu 2024..
Klo mau nyerang pak @jokowi cerdas dikit, cari isu yg laen..
;
Inces Malu Maluin aja !"
1,2022-05-30T01:45:03.000Z,JPNN.com,@ReenTis_ @taharudddin @terkembang_4817 Wong emang beda. Ngapain Jokowi ngasih kaos tiga periode pas dia baru mau kampanye periode kedua https://t.co/jd5VM73gR9
1,2022-06-29T23:31:58.000Z,sambel ijo ️,"@Ritafaza Pdhal bersamanya mlebihi masa jabatan presiden. Giliran pemilu, tinggal sumpah jabatan doang di ghosting..."
1,2022-06-27T14:20:32.000Z,Ibu Rusun,"@rmol_id @airlangga_hrt Hancur sudah pak airlangga gara2 dukung perpanjangan masa jabatan Presiden dan atau usulan tiga periode.
Pastilah dia juga akan terdongkel dari kursi ketum melihat kondisi penolakan via demo.
Golkar selalu begitu."
1,2022-04-13T17:14:42.000Z,drn,"@ruangpolitikcom Tolong diperhatikan, wacana tiga (3) periode dan perpanjangan jabatan tidak perlu dibahas lagi ya 

Mahasiswa atau masyarakat kebanyakan tidak perlu demo² lagi berkaitan itu.

Lebih cari uang &amp; nikmati hidup"
1,2022-05-29T11:52:02.000Z,JPNN.com,@ruhutsitompul Hut.. Hut.. nanti habis masa jabatan presiden paling kau loncat lagi jilat lagi yg lama kau hina lagi gitu trus siklus hidup mu.. gak jilat gak makan ya hut
1,2022-04-17T04:51:13.000Z,KPU Kota Surakarta,"@ruhutsitompul Kasihan bgt lo hut...udah mau habis masa jabatan Presiden..jilat sana ....jilat sini....
1 jabatan pun gk dapat 
Mbak Mega gk akan bisa dikadalin Hut!!
MERDEKA!!!!"
1,2022-04-16T19:52:12.000Z,Ikhsan Riksayuda,@sasasayatusa_ Relawan Jokowi Mania Joman menyatakan menolak wacana tiga periode jabatan presiden.
1,2022-06-17T01:36:48.000Z,Suheri adi,"@satriohendri Ada Luhut juga dibelakangnya. Rada heran aja liat keterlibatan PPP tapi gak ada PKB didalamnya. PKB sendiri biasanya suka menempel pada Jokowi, apalagi mereka mendukung perpanjangan masa jabatan presiden. 

Kyk ada sesuatu dr partai2 tersebut. Koalisi disini, buat koalisi disana."
1,2022-06-26T13:02:00.000Z,KOMPAS TV,@satriohendri Iya gantian lah..kan udah ada undang²nya masa jabatan presiden maksimal 2 periode..goblok boleh tapi jangan tolol
1,2022-06-09T00:04:22.000Z,,"@satriohendri Partai yang di KIB, adalah partai yg pada umumnya mendukung jokowi 3 periode atau melanjutkan masa jabatan. Rada aneh kalau PPP ikut didalamnya, padahal PPP menolak keras wacana perpanjangan jabatan presiden. Dan rada aneh juga saat PKB malah gak gabung didalamnya."
1,2022-06-23T15:23:31.000Z,lawan fitnah,@selebcuit Pilih @jokowi tiga periode
1,2022-05-25T01:30:50.000Z,Dika_cakep,@Sheriutami Asal jangan skenario perpanjangan jabatan atau tiga periode....
1,2022-06-17T01:12:47.000Z,retno,"@shield17845 Naah... Inilah yg menentukan mutu manusia nya, org yg bermutu tdk akan mau berbuat seEnaknya walopun diperbolehkan, seperti masa jabatan presiden yg belum dibatasi oleh UU, dia akan mundur sblm rakyat bosan pada nya. Tdk kayak pak Harto sampai hrs dipaksa mundur oleh rakyatnya."
1,2022-06-15T10:06:18.000Z,Ireng Maulana,@SholihAly @hmydarman apakah menteri yg men suarakan Jokowi tiga periode akan dibganti atau tidak...jika tidak maka bisa dipastikan bahwa itu memang perintah...
1,2022-05-22T17:29:09.000Z,ᴷʰᵃⁱʳᵘᵈᵈⁱⁿ ᴮᵃʳᵇᵃʳᵒˢˢᵃ ( UDIN ),"@Siajapul @MariaAlcaff Tanah IKN di jadikan jaminan utang ke China,Kalau Indonesia tidak bisa bayar utang ke China,maka Tanah IKN diduduki China.Makanya Jokowi di Proteksi China masa Jabatan Presiden Jokowi di perpanjang 3 periode.Tapi benturan dgn UU konstitusi Pancasila."
1,2022-05-18T04:43:00.000Z,Kompas.com,"@Sidongdot007 @BJ__ROBIN @MarahIchsan @aniesbaswedan keburukan demokrasi liberal rakyat langsung memilih, GBHN dihapus dan masa jabatan presiden dibatasi 2 periode. 
Roda berputar, masa kejayaan penyandang dana yg berhasil merebut kekuasaan untuk mengeruk kekayaan negara pelan tapi pasti akan berakhir ..."
1,2022-04-17T02:33:53.000Z,Upin Bukan Ipin,"@SisiwittFrida Tulul;  Justru @PDI_Perjuangan sebagai partai @jokowi tidak menginginkan 3 (tiga) periode karena akan menghambat kaderisasi kepemimpinan;
Yg ingin itu partai2 lain di kabinet yg tidak ingin kehilangan jabatan;"
1,2022-06-02T15:23:59.000Z,arifunasiin,"@soenwaae @MNW_MNW_MNW Sangat boleh nyet.. yg gak boleh, Di konstitusi jelas jabatan presiden Cuma dua periode, tapi mo ngakalin jadi tiga periode"
1,2022-05-17T15:56:04.000Z,detikcom,@SoundOfYogi @humasjakfire Dukung Jokowi tiga periode!
1,2022-06-15T12:38:49.000Z,Dika Pradana,"@Sumbu_Pondok @Uplu7 @Joebaedeh @BirdsNeeds @Tynky1 @AntonnBnj1 @Ketex14 @AsliArmed @Trompowsky1 @vvarganet1 @MuhSuwarno @Jakathea13 @ImanTangankanan @SRyanto94638978 @koechenkpororo @ed_tirta @Tendy75978200 @Dimaske59907129 @Abangkelana3 @DadungKawuk @kamel_rosidah @jhon_gudel @_JurangNeraka @kumb4ngkelana @Kumbang27958111 @aan_muba @EAqung @anton_maul @jey_jailbreaker @kankmazaydrooze @lantangkelana @Ryu53944310 @AritonOnang @Iteungik @widiajaya88 @Lintangkelana5 @AntonKu62463911 @DumolidRohypnol @Putri03974692 @Dwipakelana1 @ahista_perdana @awi_keboiwa @BukanBipang @rustama04228298 @person_sandora @Fadim98171431 @dombabikinoten1 @MahbubGhani @aniesbaswedan Iya donk, gak pake 3 periode, Anies konsekuen menghabiskan masa jabatan 5 tahun, bukan yg bohong omongan dan pengkhianat janji mau fokus sampai selesai masa jabatan baru 1 tahun mundur jadi calon presiden. Beda kelas lah... yg satu amanah yg satu lg khianat. Jelas kan..."
1,2022-06-11T11:13:54.000Z,Dwiyana,@SyamChaniago Makanya dia ngegas bgt pgn Jokowi tiga periode
1,2022-05-16T10:02:27.000Z,Fraksi Gerindra MPR/DPR Republik Indonesia,"@SyawaludinPrat1 @PartaiSocmed Tiga periode disini bukan lewat pemilu, tapi lewat perpanjangan masa jabatan presiden..
Banyak alasan yg bisa dimainkan mereka utk nambah masa jabatan"
1,2022-04-25T00:46:41.000Z,Kefira Arauna,"@tatakujiyati Masa jabatan berakhir itu sdh kodrat dalam amanahnya, yg perlu diperhatikan itu, apakah semua amanah sdh dilaksanakan secara benar sesuai dgn target yg dijanjikan. Buat pak Anies itu luar biasa mampu memenuhi janjinya.Insyaallah beliau terpilih menjadi Presiden RI 2024, aamiin"
1,2022-05-12T16:13:22.000Z,LaNyalla Academia {LNM},@tatakujiyati Ya seperti presiden yg tdk bisa melarang Apdesi teriak Tiga Periode dan lord luhut saja di beri jabatan lagi setelah BIG DATA. Yoo ngonoo toh
1,2022-05-12T03:30:00.000Z,Rafqi_Aulian,"@terkembang_4817 2 periode aja bikin kadrun mengkis mengkis....hidup dlm siksa,,gimana jika pak de Jokowi tiga periode??
Kadrun mati garing!!!"
1,2022-04-21T10:03:03.000Z,Merdeka.com,"@thedufresne Kayanya dirapel pas akhir masa jabatan, bakal ada peresmian LRT sebelum turun sebagai legacy gubernur sekarang.

teatrikal ga sih, di sisi lain presiden yg ngeluarin PP ga mau ngritik karena takut bakal makin populer dan jadi bahan validasi para pendukungnya."
1,2022-05-08T08:48:05.000Z,ᵗᵐ,@Tiga_1516 Aqun bebal ...... Kasihan adminya tolol ..... gak liat kenyataan bahwa Banyak yg menginginkan Pak Jokowi 3 periode berarti pak Jokowi hebat tiada tanding ...
1,2022-04-13T23:11:56.000Z,Info,"@TirtoID 2018 diulang lagi sampe tahun ini.
Ya, mereka2 menghina aturan dimuka mereka sendiri.
Gimana kita tidak khawatir dengan tiga periode ato perpanjangan masa jabatan?"
1,2022-05-07T09:43:31.000Z,PUTRI SAKERA,@tukangrosok___ Menunda kenaikan harga BBM di ujung masa jabatan presiden adakah kelakuan tengik untuk menyelamatkan diri sebutan su'ul khotimah kepresidenan dan membuat jebakan buat presiden berikutnya untuk menetapkan kenaikan harga BBM sesaat setelah pelantikan.
1,2022-06-26T08:07:02.000Z,Mr. Zack,@tunetokki kayak masa jabatan presiden aja min
1,2022-06-17T12:02:46.000Z,Arif Naleraja,"@Ucing_Senyum Done kakaa ..

Jgn smpai tiga periode Jokowi ,report kaa"
1,2022-04-25T00:17:28.000Z,Duta Nugroho,"@UmarChelseaa_ @jokowi Sukanya yg sensasi. Beli minyak goreng pakai KTP, pakai pawang hujan, tiga periode. Bukan Jokowi,kalau tak suka sensasi"
1,2022-05-02T03:57:22.000Z,Kapitan Kie Polote,"@Urrangawak @Aryprasetyo85 @ganjarpranowo gak usah ngayal jadi presiden,gak ada prestasi,ngurus jateng gak becus,terlibat E-ktp gate.setelah usai masa jabatan 2periode yg gagal, lebih baik Jadi youtuber aja."
1,2022-04-29T00:02:33.000Z,Mpok' Latipeh ❤️,"@vanciseke @KPK_RI Keliru... presiden dilindungi dgn pasal 7 UUD 45. Periode pertama berperan sebagai malaikat agar dipilih kembali, periode kedua berperan sebagai iblis. Begitulah wajah iblis, demokrasi liberal rakyat langsung memilih GBHN dihapus dan masa jabatan presiden &amp; wapres dibatasi 2"
1,2022-04-25T07:19:04.000Z,Media Indonesia,"@vavach_najwa @dhikadalinterus @geloraco Presiden itu bukan simbol negara, tp jabatan presiden itu melekat kmnpun dia prg kecuali hbs masa jbtannya dan wafat saat msh menjabat"
1,2022-04-25T00:21:13.000Z,Ali Bejo,"@VeelaaRhie Tidak semudah membolak balikan tangan,untuk mendirikan negara khilafah,mau tiga periode,perpanjangan jabatan saja,ditentang seluruh elemen bangsa,dengan cara apa mau negara khilafah,kecuali menguasai seluruh anggota DPR RI,MPR RI,DPD,rubah UUD 45,baru bisa..mikirrrr"
1,2022-06-16T12:50:47.000Z,Pejabat Harian,"@VIVAcoid trs klo gada pemilu, jkw nambah masa jabatan gtu? trs perpecahan yg ada skrg mo dkemanain?

mestinya spaloh ngomong yg lebih tegas: buat apa ada presiden kalo tdk mempu meredam perpecahan?? (ucapan spt ini akan lebih adil bagi rakyat)"
1,2022-04-25T00:17:21.000Z,Duta Nugroho,@WiyonoHw @jokowi Emang dia minta tiga periode??
1,2022-04-24T12:24:32.000Z,Katadata.co.id,"@Yani03495310 @Odhe231 @NasDem Sejak demokrasi Pancasila MPR memilih presiden, menetapkan GBHN &amp; presiden dpt dipilih kembali diganti dgn demokrasi liberal rakyat langsung memilih, GBHN dihapus &amp; masa jabatan presiden dibatasi 2 periode ternyata partai cuma sarana keruk kekayaan negara baik legal maupun ilegal"
1,2022-04-24T11:39:03.000Z,PKS Jakarta Selatan,"@YoezZar @vieanne_ Maksud-y Bertanding dengan Puan? 
Itu skenario aja, biar kmarahan rakyat teralihkan di saat masa jabatan jokowi
.
Emang ganjar mau lawan Puan? 
Diusung partai apa si ganjar? 
.
Komando masih di tangan Megawati
.
Jd taktik aja mrk pada ribut, tiga periode, ngak mungkin lagi"
1,2022-06-03T12:00:03.000Z,POSKOTA Network,"@YoutubeILC Kabar baik : Presiden menolak perpanjangan jabatan dan tiga periode
Kabar buruk : Si anu yg ngomong"
1,2022-04-16T07:18:49.000Z,BiangKeroks,"@YulieReborn Yg pasti itu hanya alasan, klo mmng Jokowi tdk setuju beri peringatan keras yg mewac anakan tiga periode"
1,2022-06-22T00:05:10.000Z,kutu kupret,"@yusuf_dumdum Dian menilai Presiden Joko Widodo atau Jokowi hingga kini belum tegas menolak wacana perpanjangan masa jabatan presiden menjadi tiga periode.

Dian kemane aje? Jokowi sudah 3x tegas menolak dlm pidato resmi. Pekok."
1,2022-06-23T07:00:51.000Z,Farimanwhk,"[BREAKING NEWS] Polisi Amankan Ribuan Kaos Bertuliskan ""We Love Presiden Jokowi Tiga Periode"" di Ende NTT.
 https://t.co/3OSfl3j2kK"
1,2022-04-19T23:14:32.000Z,Indonesia Lawyers Club,[Cek Fakta] Video Jokowi dan Iriana Bagi-Bagi Kaus 'Jokowi Tiga Periode'? Ini Faktanya https://t.co/8KbPvu9Zef
1,2022-04-23T02:32:46.000Z,juragan66,"[DISINFORMASI] Video Jokowi dan Iriana Bagi-bagi Kaus ""Jokowi Tiga Periode"" 

Beredar di media sosial sebuah video dengan narasi bahwa Presiden Joko Widodo (Jokowi) membagi-bagikan kaus ""Jokowi Tiga Periode"". 

Cek faktanya melalui infografis berikut ini, Lur! https://t.co/tOKPcawtft"
1,2022-04-22T14:40:08.000Z,Katadata.co.id,[Hoax] Jokowi dan Iriana Bagi-Bagi Kaus 'Jokowi Tiga Periode' https://t.co/QwxdZ2jcu4 via @DetaxId
1,2022-06-27T00:36:44.000Z,Lambe Waras,"[LEAD; LEGISLATIVE E-ASSERTIVE DISCUSS]

Halo Civitas Akademika!
Viva Legislativa!

Kini hadir LEAD (Legislative E-Assertive Discuss)!

Pada kesempatan kali ini, LEAD akan mengulik desas-desus tentang penundaan Pemilu tahun 2024 serta rumor perpanjangan masa jabatan presiden https://t.co/OkPK7B48jy"
1,2022-06-10T12:22:34.000Z,Azwar Rozali,"“... mewujudkan Indonesia Maju!” Nah, ini dia, Pak @jokowi! Terlibatlah aktif dlm mewujudkan Visi Indonesia Maju. Jadilah Presiden RI utk masa jabatan #3periode! Bapak masih muda, masih punya banyak tenaga utk berkarya bagi NKRI. Merdeka!!! @MPRRI @DPR_RI @PDI_Perjuangan"
1,2022-04-21T15:22:48.000Z,Pengamat Politik AlaAla,"“PRESIDEN SUDAH MENOLAK PERPNJANGAN JABATAN &amp; TIGA PERIODE, KENAPA MAHASISWA MASIH DEMO?” TAYANG JAM 7 MALAM INI! SUBSCRIBE YOUTUBE &gt;&gt;&gt; https://t.co/AiKLCABo0J https://t.co/XfAbdiKKHp"
1,2022-04-21T13:55:01.000Z,Answerts,"1. Rabu (15/6), Presiden @jokowi resmi melantik dua figur menteri dan tiga figur wakil menteri Kabinet Indonesia Maju untuk sisa masa jabatan periode tahun 2019-2024 di Istana Negara, Jakarta, dengan tetap menerapkan protokol kesehatan. 

Foto: BPMI Setpres https://t.co/nyQZdS3bOq"
1,2022-06-27T06:59:07.000Z,Henry,"2. Memasuki hari kedua kegiatan PPHKWN Selasa (21/6), Kepala Bagian Humas dan Kerja Sama Dalam Negeri MK Fajar Laksono menjelaskan pembatasan masa jabatan Presiden Indonesia.
(4/8) https://t.co/PVVVlAWkxU"
1,2022-04-21T12:09:59.000Z,Herald Jabar,"3 Provinsi Baru di Papua Segera Disahkan, KPU Sebut UU Pemilu Harus Direvisi.
REVISI UU PEMILU BISA GANGGU PROSES PEMILU &amp; MEMBUKA RUANG PENUNDAAN PEMILU SERTA PELUANG TAMBAH MASA JABATAN PRESIDEN?? https://t.co/GFQ5WaiX4x"
1,2022-06-14T10:25:26.000Z,fajar online,4. Presiden @jokowi juga melantik tiga wakil menteri berdasarkan Keputusan Presiden Republik Indonesia Nomor 24/M Tahun 2022 tentang Pemberhentian dan Pengangkatan Wakil Menteri Negara Kabinet Indonesia Maju Periode Tahun 2019-2024. https://t.co/vAWrHEOGOP
1,2022-04-21T08:24:10.000Z,Lausala,"6 tuntutan saat aksi 28 Maret 2022

1 - 1. Mahasiswa menuntut Presiden Joko Widodo bersikap tegas menolak dan memberikan pertanyaan sikap terhadap penundaan Pemilu 2024 atau masa jabatan tiga periode, karena sangat jelas mengkhianati konstitusi."
1,2022-06-28T00:06:00.000Z,kutu kupret,"ada masa waktu kapan selesai masa jabatan, maka nama jabatan dan pekerjaan saya tetap sesuai dengan SK tersebut. Saya kurang tahu isi SK Jabatan Presiden seperti apa, apakah disebutkan didalamnya"" sampai pelantikan presiden terbaru ataukah ada tanggal serta tahun presiden"
1,2022-04-21T04:08:38.000Z,Republika.co.id,"--ada yang menanyakan terkait isu-isu yang sedang muncul saat ini seputar penundaan pemilu maupun jabatan tiga periode. Pertanyaan-pertanyaan kritis tersebut cukup membuat Kajad terkejut, artinya anak-anak sekarang cukup melek terhadap isu-isu politik, pemilu dan demokrasi, --"
1,2022-04-20T23:01:00.000Z,Kau chan,Adi Prayitno menanggapi tafsiran M Qodari bahwa perpanjangan masa jabatan presiden jadi tiga periode masih berpeluang berlanjut. #Jokowi3periode https://t.co/wPxl1P8dxy
1,2022-06-15T14:35:01.000Z,mangib_com,"Agree pak bewok
Maka nya gua termasuk yg ga percaya parpol mau amandemen masa jabatan Presiden"
1,2022-04-20T04:52:10.000Z,YUNANKINGSTAR1,"Airlangga balon pres dgn elektabilitas nol koma.

Ketika ingin dikudeta di golkar, cari legitimasi dri luar, PAN &amp; PPP mendukung. Terbentuklah KIB. Ganjar dpt tiket.

KIB dadakan utk mendorong capres yg siap melanjutkan proyek IKN. Kalau tdk ada, jokowi harus tiga periode. https://t.co/9VOyy9BQeA"
1,2022-04-19T06:01:59.000Z,BEM FPIK UNSOED,"Aksi Mahasiswa Bandung, Minta Tolak Jabatan Tiga Periode dan Berantas Mafia Minyak Goreng #AksiDamai https://t.co/naJnge2YX1"
1,2022-04-18T13:48:55.000Z,detikcom,Aktivis Malari 74: Tak Menutup Kemungkinan DPR Gerilya Amandemen UUD 45 Tiga Periode Jabatan Presiden https://t.co/mygFkt6fWe
1,2022-04-22T13:27:21.000Z,DaTar169,"aku ktawa liat si eko yg ternyata ilmu dan nyalinya cuman segitu doang, ngomongnya kalm, mlempem, kayak ayam sayur, beda banget kalo ngetuit di medsos yg bgitu garang
PRESIDEN SUDAH MENOLAK PERPANJANGAN JABATAN &amp; TIGA PERIODE, KENAPA MAHAS... https://t.co/hF0xs3ixiE via @YouTube"
1,2022-04-18T11:01:32.000Z,antaranews.com,"Aliansi Mahasiswa Indonesia (AMI) melakukan aksi demonstrasi pada Kamis (21/4). Para mahasiswa membawa tujuh tuntutan. Salah satunya meminta Presiden Jokowi membuat pernyataan tertulis menolak wacana jabatan tiga periode. #Video

 https://t.co/Ms8d95Ivhv"
1,2022-04-18T02:26:05.000Z,Dewi Anisa,Amien Rais Yakin masih Ada Gerakan Mengubah Jabatan Presiden Jadi Tiga Periode https://t.co/ucwvmmCvFY
1,2022-06-19T10:17:06.000Z,Haji Umar Al Chelsea,"Apakah ini artinya semangat nilai ""Reformasi 1998"" dikorupsi ⁉️

Apakah wacana perpanjangan masa jabatan Presiden/Presiden 3 periode dan RUU KUHP itu bukti &amp; faktanya⁉️"
1,2022-04-17T17:59:50.000Z,KRMT Garong Kuning.,"Arah Juang Edisi 131 sudah terbit! 

Beberapa waktu belakangan ini kita melihat berbagai manuver dari faksi-faksi borjuis untuk Pemilu 2024. Termasuk di dalamnya adalah isu: Jokowi Tiga Periode, Penundaan Pemilu ataupun Perpanjangan masa jabatan Jokowi. https://t.co/3lwTc6g2Ce"
1,2022-06-15T10:56:19.000Z,June,"Artinya sepertiga rakyat Indonesia ga faham makna konstitusi gitu? Kasihan sekali bangsa ini. Sepertiganya mengira kinstitusi soal aspirasi…

Ketum Projo: Sepertiga Rakyat Indonesia Menginginkan Jokowi Tiga Periode! https://t.co/qJmRbdaQ7R"
1,2022-04-17T14:02:12.000Z,Proletar,Artis Dewi Irawan Mendukung Jokowi Lebih dari Tiga Periode! https://t.co/xt2qJPCvNl
1,2022-06-16T15:30:55.000Z,Al - Godzlag,Artis Dewi Irawan Mendukung Jokowi Lebih dari Tiga Periode! https://t.co/xt2qJPU7bV
